,Train/Test Split ID,classifier,params,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC Score
5,0,SVM,{'C': 100},0.3,0.5863272137133584,0.28062345741623557,0.2984859927356421,0.2892792416004461,0.49894560857696724
6,0,SVM,{'C': 100},0.5,0.49938127599147986,0.2814281367278629,0.49890315388211603,0.35986096339913365,0.4992361297291569
0,0,BA,{'n_estimators': 10},0.01,0.7134293538898469,0.2738336713995943,0.009709785305858237,0.018754558399611015,0.4997971810555117
1,0,BA,{'n_estimators': 10},0.02,0.7091287148798052,0.27941176470588236,0.019815154457510697,0.03700594378588939,0.4998698563070651
2,0,BA,{'n_estimators': 10},0.05,0.6957602190891571,0.27809330628803247,0.04930413205308016,0.08375843846412317,0.499511848742729
3,0,BA,{'n_estimators': 10},0.1,0.6749163201136018,0.2848159042499239,0.10098176718092566,0.1490999840705145,0.5006837265047219
4,0,BA,{'n_estimators': 10},0.2,0.6317577847651892,0.2845116137539304,0.20174776135505448,0.23608627038400842,0.5012171834479665
5,0,BA,{'n_estimators': 10},0.3,0.5876863779287961,0.2828887311086317,0.30089545797820694,0.29161438728565453,0.500623618680131
6,0,BA,{'n_estimators': 10},0.5,0.5027893295466072,0.2848361902829902,0.5049447980724278,0.36421882700837854,0.5034436774505224
0,0,BA,{'n_estimators': 25},0.01,0.7133076376914494,0.26774847870182555,0.009494012299061388,0.01833779043517522,0.49964691149403434
1,0,BA,{'n_estimators': 25},0.02,0.7085607059539507,0.2652129817444219,0.0188082137591254,0.0351254239564794,0.4991685983535042
2,0,BA,{'n_estimators': 25},0.05,0.6954356425600974,0.2748478701825558,0.04872873736828856,0.08278095121727708,0.49911112991212275
3,0,BA,{'n_estimators': 25},0.1,0.6732325793691044,0.2763972005274369,0.09799690725356924,0.14469282642170658,0.49860499757095206
4,0,BA,{'n_estimators': 25},0.2,0.6298914697230956,0.27984582614869663,0.19843924191750278,0.2322146238821673,0.4989130501719805
5,0,BA,{'n_estimators': 25},0.3,0.5856577746221726,0.27950772559759274,0.29729924119825946,0.2881290952181793,0.49811912598884195
6,0,BA,{'n_estimators': 25},0.5,0.4983669743381682,0.2804138350745512,0.49710504549214224,0.35856398018209645,0.4979838833835123
0,0,BA,{'n_estimators': 50},0.01,0.7135510700882443,0.2799188640973631,0.009925558312655087,0.019171326364046816,0.49994745061698903
1,0,BA,{'n_estimators': 50},0.02,0.7089664266152754,0.2753549695740365,0.0195274571151149,0.03646865240605796,0.499669496891762
2,0,BA,{'n_estimators': 50},0.05,0.6954153565270311,0.2746450304259635,0.048692775200489084,0.0827198582643492,0.49908608498520984
3,0,BA,{'n_estimators': 50},0.1,0.6729080028400446,0.27477431788213813,0.09742151256877765,0.14384325386290023,0.49820427874034573
4,0,BA,{'n_estimators': 50},0.2,0.6294248909625723,0.27867937924738817,0.19761211205811485,0.23124671225670698,0.4983370168529841
5,0,BA,{'n_estimators': 50},0.3,0.5868749366061466,0.2815363289042161,0.29945697126622794,0.29022027045866444,0.4996218216036154
6,0,BA,{'n_estimators': 50},0.5,0.5010041586367786,0.28305101937316157,0.501780127306074,0.36193613654639306,0.5012397238821881
0,0,GB,{'n_estimators': 10},0.01,0.7140176488487676,0.30324543610547666,0.010752688172043012,0.020768936894384055,0.5005234839359854
1,0,GB,{'n_estimators': 10},0.02,0.7093315752104676,0.28448275862068967,0.02017477613550545,0.037677558010678666,0.500120305576194
2,0,GB,{'n_estimators': 10},0.05,0.696105081651283,0.28154158215010144,0.04991548890567123,0.08479701866389712,0.4999376125002481
3,0,GB,{'n_estimators': 10},0.1,0.67562633127092,0.2883659600365149,0.1022404430539073,0.15095842404290344,0.5015602989466731
4,0,GB,{'n_estimators': 10},0.2,0.6310274875748048,0.28268587077796936,0.2004531233142734,0.23457127827459232,0.5003155660791024
5,0,GB,{'n_estimators': 10},0.3,0.5872603712344051,0.2821787199513135,0.30014025245441794,0.29088247595148475,0.5000976752149602
6,0,GB,{'n_estimators': 10},0.5,0.5010650167359773,0.2831118774723603,0.5018880138094725,0.36201395553941523,0.5013148586629267
0,0,GB,{'n_estimators': 25},0.01,0.7134902119890455,0.2768762677484787,0.009817671809256662,0.018962942381828916,0.4998723158362503
1,0,GB,{'n_estimators': 25},0.02,0.7096967238056598,0.2936105476673428,0.020822095155895996,0.03888646361529937,0.500571114260626
2,0,GB,{'n_estimators': 25},0.05,0.6966933766102039,0.2874239350912779,0.05095839177185601,0.08656871429880562,0.5006639153807219
3,0,GB,{'n_estimators': 25},0.1,0.674855462014403,0.2845116137539304,0.10087388067752724,0.14894068921573833,0.5006085917239833
4,0,GB,{'n_estimators': 25},0.2,0.6314332082361295,0.28370017243128104,0.2011723666702629,0.23541294055760126,0.5008164646173603
5,0,GB,{'n_estimators': 25},0.3,0.5884572471853129,0.2841735132028265,0.302262020354587,0.29293879827129515,0.5015753259028208
6,0,GB,{'n_estimators': 25},0.5,0.49954356425600976,0.28159042499239273,0.4991908512245118,0.36006848071385955,0.4994364891444599
0,0,GB,{'n_estimators': 50},0.01,0.713530784055178,0.2789046653144016,0.009889596144855612,0.01910186503664085,0.49992240569007607
1,0,GB,{'n_estimators': 50},0.02,0.7091490009128715,0.2799188640973631,0.019851116625310174,0.03707310520836831,0.499894901233978
2,0,GB,{'n_estimators': 50},0.05,0.6958413632214221,0.2789046653144016,0.04944798072427806,0.08400281027583469,0.49961202845038055
3,0,GB,{'n_estimators': 50},0.1,0.6741048787909524,0.28075869763667716,0.09954328046894667,0.14697605267349864,0.4996819294282063
4,0,GB,{'n_estimators': 50},0.2,0.6310072015417385,0.2826351556953038,0.2004171611464739,0.23452919516044188,0.5002905211521895
5,0,GB,{'n_estimators': 50},0.3,0.5874023734658688,0.28241539033708624,0.30039198762901426,0.291126446396208,0.5002729897033504
6,0,GB,{'n_estimators': 50},0.5,0.5014910234303682,0.2835378841667512,0.5026432193332614,0.36255868849057094,0.5018408021280973
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.01,0.7134293538898469,0.2738336713995943,0.009709785305858237,0.018754558399611015,0.4997971810555117
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.02,0.7095750076072624,0.2905679513184584,0.020606322149099146,0.0384834950804258,0.5004208446991487
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.05,0.6959427933867532,0.2799188640973631,0.04962779156327544,0.08430827504047408,0.49973725308494504
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.1,0.6744903134192108,0.28268587077796936,0.1002265616571367,0.1479849200870812,0.5001577830395512
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.2,0.630439192615884,0.2812151333806674,0.19941022044808862,0.23335086796422935,0.49958926319862856
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.3,0.586388071812557,0.2807248875815668,0.2985938792390405,0.2893838003624704,0.499020743357706
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.5,0.5015113094634345,0.28355817019981744,0.5026791815010608,0.36258462815491166,0.5018658470550104
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.01,0.7138147885181053,0.29310344827586204,0.010393066494048262,0.020074323620324387,0.5002730346668567
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.02,0.7095547215741962,0.29006085192697767,0.020570359981299673,0.038416333657946874,0.5003957997722358
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.05,0.6961253676843493,0.2817444219066937,0.04995145107347071,0.08485811161682501,0.499962657427161
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.1,0.6735977279642966,0.27822294350339793,0.0986442262739598,0.14564859555036375,0.4990558062553841
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.2,0.6297697535246982,0.2795415356527031,0.19822346891070594,0.23196212519726458,0.49876278061050316
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.3,0.5860026371842986,0.28008249653446937,0.2979105980508505,0.2887215948696501,0.4985448897463611
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.5,0.49960442235520847,0.28165128309159143,0.4992987377279102,0.3601462997068817,0.49951162392519866
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.01,0.7134496399229131,0.2748478701825558,0.009745747473657713,0.018824019727016986,0.4998222259824246
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.02,0.7089055685160767,0.2738336713995943,0.019419570611716473,0.03626716813862118,0.49959436211102326
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.05,0.6966122324779389,0.2866125760649087,0.05081454310065811,0.08632434248709411,0.5005637356730703
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.1,0.6755249011055888,0.287858809209859,0.10206063221490992,0.15069293261827646,0.5014350743121087
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.2,0.632792372451567,0.28709808296987527,0.2035818319128277,0.23823250920568123,0.5024944747205239
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.3,0.5877269499949285,0.2829563512188525,0.3009673823138059,0.29168409312700405,0.5006737085339568
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.5,0.5018561720255604,0.2839030327619434,0.503290538353652,0.3630256024487043,0.5022916108125295
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.01,0.7136119281874429,0.2829614604462475,0.010033444816053512,0.01937971034626472,0.5000225853977276
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.02,0.7090881428136728,0.2783975659229209,0.01974323012191175,0.03687162094093153,0.4998197664532394
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.05,0.6959833654528856,0.28032454361054765,0.04969971589887438,0.08443046094632983,0.49978734293877075
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.1,0.6746931737498733,0.28370017243128104,0.10058618333513145,0.14851590293633515,0.50040823230868
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.2,0.6312709199715996,0.2832944517699564,0.20088466932786708,0.23507627564439768,0.5006161052020571
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.3,0.5882138147885181,0.28376779254150186,0.30183047434099325,0.29252056322319814,0.5012747867798661
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.5,0.4994624201237448,0.2815092808601278,0.4990470025533139,0.3599647220564966,0.4993363094368084
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.01,0.7139973628157014,0.3022312373225152,0.010716726004243535,0.020699475566978084,0.5004984390090725
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.02,0.7095952936403286,0.29107505070993916,0.020642284316898622,0.03855065650290473,0.5004458896260615
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.05,0.696186225783548,0.2823529411764706,0.05005933757686913,0.08504139047560863,0.5000377922078998
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.1,0.6748757480474693,0.28461304391926157,0.10090984284532671,0.14899378750066372,0.5006336366508961
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.2,0.6313723501369307,0.2835480271832843,0.20106448016686446,0.23528669121514992,0.5007413298366215
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.3,0.5875646617303987,0.28268587077796936,0.30067968497141007,0.291405269761606,0.5004733491186536
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.5,0.49913784359468505,0.28118470433106807,0.4984716078685223,0.35954968742704474,0.49893559060620213
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.01,0.713530784055178,0.2789046653144016,0.009889596144855612,0.01910186503664085,0.49992240569007607
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.02,0.7089055685160767,0.2738336713995943,0.019419570611716473,0.03626716813862118,0.49959436211102326
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.05,0.6958210771883558,0.2787018255578093,0.04941201855647859,0.08394171732290681,0.49958698352346764
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.1,0.6743077391216148,0.28177299928998883,0.09990290214694142,0.1475070355227526,0.49993237869733514
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.2,0.6297291814585658,0.27944010548737197,0.19815154457510697,0.2318779589689637,0.49871269075667746
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.3,0.58577949082057,0.27971058592825504,0.29751501420505627,0.28833821274222776,0.49826939555031924
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.5,0.497312100618724,0.279358961355107,0.49523501276656956,0.3572151176363778,0.49668154718404206
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.01,0.713348209757582,0.2697768762677485,0.009565936634660337,0.01847671308998715,0.4996970013478601
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.02,0.708763566284613,0.27028397565922924,0.01916783543712015,0.03579703818126868,0.49941904762263306
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.05,0.6956385028907597,0.2768762677484787,0.04908835904628331,0.08339188074655587,0.4993615791812517
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.1,0.6740034486256212,0.2802515468100213,0.0993634696299493,0.14671056124887166,0.49955670479364184
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.2,0.6321026473273151,0.28537377015924537,0.20235911820764554,0.23680168332456603,0.5016429472054856
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.3,0.5881935287554518,0.2837339824863915,0.3017945121731938,0.29248571030252335,0.5012497418529532
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.5,0.500862156405315,0.2829090171416979,0.5015283921314777,0.3617545588960079,0.5010644093937978
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.01,0.7130236332285221,0.2535496957403651,0.008990541949868739,0.01736533185149168,0.4992962825172539
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.02,0.7082969875240896,0.25862068965517243,0.018340705577732225,0.03425232546425333,0.49884301430363664
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.05,0.6953950704939649,0.2744421906693712,0.04865681303268961,0.08265876531142133,0.499061040058297
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.1,0.6738817324272238,0.2796429658180343,0.09914769662315244,0.1463919715393193,0.49940643523216444
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.2,0.6298103255908307,0.2796429658180343,0.19829539324630488,0.23204629142556552,0.49881287046432904
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.3,0.585596916522974,0.27940629543226153,0.297191354694861,0.288024536456155,0.4980439912081033
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.5,0.49978699665280457,0.28183385738918754,0.49962239723810553,0.3603797566859485,0.4997370282674147
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.01,0.7135713561213105,0.28093306288032455,0.009961520480454561,0.019240787691452783,0.49997249554390194
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.02,0.7090272847144741,0.2768762677484787,0.019635343618513323,0.036670136673494745,0.4997446316725006
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.05,0.6957399330560908,0.2778904665314402,0.04926816988528068,0.08369734551119529,0.49948680381581606
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.1,0.6738411603610914,0.27944010548737197,0.09907577228755349,0.14628577496946849,0.49935634537833873
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.2,0.630439192615884,0.2812151333806674,0.19941022044808862,0.23335086796422935,0.49958926319862856
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.3,0.5849680494979207,0.27835818372383947,0.2960765274930773,0.2869440959152377,0.49726759847380364
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.5,0.4978395374784461,0.2798863982148291,0.4961700291293559,0.35788954890923713,0.49733271528377726
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.01,0.7137742164519728,0.29107505070993916,0.010321142158449311,0.01993540096551245,0.5002229448130308
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.02,0.7093721472766,0.2854969574036511,0.020246700471104398,0.037811880855636526,0.5001703954300198
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.05,0.6963688000811441,0.2841784989858012,0.05038299708706441,0.08559122705195957,0.5002631965501156
3,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.1,0.6751191804442641,0.2858302059032356,0.10134138885892041,0.1496309669197685,0.5009341757738507
4,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.2,0.6312506339385333,0.2832437366872908,0.2008487071600676,0.23503419253024724,0.5005910602751441
5,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.3,0.5882949589207831,0.2839030327619434,0.3019743230121912,0.29265997490589707,0.5013749664875177
6,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 10}",0.5,0.5011055888021098,0.2831524495384927,0.5019599381450713,0.3620658348680968,0.5013649485167525
0,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.01,0.7138553605842377,0.295131845841785,0.01046499082964721,0.020213246275136317,0.5003231245206824
1,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.02,0.7092504310782026,0.28245436105476673,0.020030927464307548,0.037408912320762946,0.5000201258685425
2,0,RandomForest,"{'criterion': 'gini', 'max_depth': 15, 'n_estimators': 50}",0.05,0.6966528045440714,0.2870182555780933,0.050886467436257056,0.08644652839294988,0.5006138255268962
